gvkey,iid,datadate,tic,exchg,,,
42336,1,2024-02-29,HAPS,17,,,
42339,1,2024-02-29,AACT.U,11,,,
42339,2,2024-02-29,AACT,11,,,
42345,1,2024-02-29,BSR,17,,,
42346,1,2024-02-29,BTR,17,,,
42347,1,2024-02-29,APLY,17,,,
42347,1,2024-03-31,APLY,17,,,
42846,1,2024-02-29,ZIVB,21,,,
42847,1,2024-02-29,TRNR,14,,,
42848,1,2024-02-29,USGO,14,,,
42849,1,2024-02-29,BBIB,21,,,
42849,1,2024-03-31,BBIB,21,,,
42850,1,2024-02-29,BBLB,21,,,
42850,1,2024-03-31,BBLB,21,,,
42851,1,2024-02-29,BBSB,21,,,
42851,1,2024-03-31,BBSB,21,,,
42855,1,2024-02-29,JYD,14,,,
42856,1,2024-02-29,KGS,11,,,
42857,1,2024-02-29,GAPR,21,,,
42858,1,2024-02-29,CETF,17,,,
42872,1,2024-02-29,MDLV,21,,,
42873,1,2024-02-29,CRED,17,,,
42876,01C,2024-02-29,TECX.,7,,,
42877,01C,2024-02-29,TBNK.,7,,,
42877,01C,2024-03-31,TBNK.,7,,,
42878,1,2024-02-29,DOGG,21,,,
42883,1,2024-02-29,MAYT,17,,,
42884,1,2024-02-29,MAYW,17,,,
42888,1,2024-02-29,HEAT,21,,,
42889,1,2024-02-29,CAFG,14,,,
42890,1,2024-02-29,SXTP,14,,,
42891,1,2024-02-29,CTNT,14,,,
42892,1,2024-02-29,SLRN,14,,,
42893,1,2024-02-29,CHRO,12,,,
42895,1,2024-02-29,SWIN,14,,,
42899,1,2024-02-29,APCB,17,,,
42899,1,2024-03-31,APCB,17,,,
42900,1,2024-02-29,APMU,17,,,
42900,1,2024-03-31,APMU,17,,,
42901,1,2024-02-29,APIE,17,,,
42902,1,2024-02-29,APUE,17,,,
42903,1,2024-02-29,BWET,17,,,
42907,1,2024-02-29,USE,17,,,
42910,1,2024-02-29,SYRA,14,,,
42911,1,2024-02-29,WBUY,14,,,
42912,1,2024-02-29,FIHL,11,,,
42912,1,2024-03-31,FIHL,11,,,
42913,1,2024-02-29,SNWGF,19,,,
42913,01C,2024-02-29,SGD.,9,,,
42915,1,2024-02-29,CLIA,17,,,
42916,01C,2024-02-29,RGQO.,7,,,
42917,01C,2024-02-29,RGQL.,7,,,
42918,01C,2024-02-29,RGQN.,7,,,
42919,01C,2024-02-29,RGQP.,7,,,
42920,01C,2024-02-29,RGQQ.,7,,,
42921,01C,2024-02-29,RGQR.,7,,,
42922,1,2024-02-29,IQRA,17,,,
42923,1,2024-02-29,CMDT,17,,,
42924,1,2024-02-29,RSHO,17,,,
42925,1,2024-02-29,BDGS,14,,,
42926,1,2024-02-29,IBMR,21,,,
42926,1,2024-03-31,IBMR,21,,,
42927,1,2024-02-29,BBEM,21,,,
42928,1,2024-02-29,BBIP,21,,,
42929,1,2024-02-29,NVDY,17,,,
42929,1,2024-03-31,NVDY,17,,,
42931,1,2024-02-29,TOLL,21,,,
42932,1,2024-02-29,LUX,17,,,
42937,1,2024-02-29,HYFI,17,,,
42937,1,2024-03-31,HYFI,17,,,
42938,1,2024-02-29,EMM,17,,,
42939,1,2024-02-29,EMC,17,,,
42943,1,2024-02-29,BKIV,14,,,
42944,1,2024-02-29,BKWO,14,,,
42945,1,2024-02-29,MGRM,14,,,
42946,01C,2024-02-29,RDBH.,7,,,
42947,01C,2024-02-29,RUDB.,7,,,
42948,1,2024-02-29,ECML,17,,,
42949,1,2024-02-29,AMPD,17,,,
42950,1,2024-02-29,KNF,11,,,
42951,1,2024-02-29,CHAT,17,,,
42953,1,2024-02-29,PEMX,17,,,
42954,1,2024-02-29,ZTAX,17,,,
42955,1,2024-02-29,GMAY,21,,,
42956,1,2024-02-29,SMAY,21,,,
42959,1,2024-02-29,BLCV,17,,,
42960,1,2024-02-29,BINC,17,,,
42960,1,2024-03-31,BINC,17,,,
42961,01C,2024-02-29,CBAL.,7,,,
42962,01C,2024-02-29,CBGR.,7,,,
42963,01C,2024-02-29,CBIN.,7,,,
42964,01C,2024-02-29,CCNV.,7,,,
42965,01C,2024-02-29,CEQT.,7,,,
42966,01C,2024-02-29,CGRO.,7,,,
42967,1,2024-02-29,AIDB,17,,,
42968,1,2024-02-29,YIBO,14,,,
42970,1,2024-02-29,ESHA,14,,,
42971,1,2024-02-29,MSS,14,,,
42974,1,2024-02-29,NTRL,17,,,
42975,01C,2024-02-29,MCAD.,7,,,
42975,01C,2024-03-31,MCAD.,7,,,
42977,1,2024-02-29,AFJKU,14,,,
42977,2,2024-02-29,AFJK,14,,,
42978,1,2024-02-29,JUNT,17,,,
42979,1,2024-02-29,JUNW,17,,,
42984,1,2024-02-29,AZTR,12,,,
42987,1,2024-02-29,BOF,14,,,
42988,1,2024-02-29,SPPL,14,,,
42989,1,2024-02-29,GXUS,17,,,
42991,1,2024-02-29,RUNN,14,,,
42992,1,2024-02-29,USCL,14,,,
42993,1,2024-02-29,INCM,17,,,
42993,1,2024-03-31,INCM,17,,,
42994,1,2024-02-29,RMIF,21,,,
42999,1,2024-02-29,FBOT,14,,,
43000,1,2024-02-29,FDCF,14,,,
43001,1,2024-02-29,FDFF,14,,,
43002,1,2024-02-29,FDTX,14,,,
43003,1,2024-02-29,FMED,14,,,
43006,1,2024-02-29,REAI,14,,,
43007,1,2024-02-29,EVXX,17,,,
43008,1,2024-02-29,CISS,14,,,
43009,1,2024-02-29,SRBK,14,,,
43010,1,2024-02-29,ROMA,14,,,
43014,1,2024-02-29,DUBS,21,,,
43015,1,2024-02-29,EQLS,17,,,
43016,1,2024-02-29,TCAF,17,,,
43017,1,2024-02-29,TGRT,17,,,
43018,1,2024-02-29,TOUS,17,,,
43019,1,2024-02-29,TMSL,17,,,
43020,1,2024-02-29,TVAL,17,,,
43021,01C,2024-02-29,UMAX.,7,,,
43021,01C,2024-03-31,UMAX.,7,,,
43022,01C,2024-02-29,SPLT.,7,,,
43022,01C,2024-03-31,SPLT.,7,,,
43023,1,2024-02-29,CAVA,11,,,
43026,1,2024-02-29,FTRE,14,,,
43029,1,2024-02-29,FDIF,14,,,
43030,1,2024-02-29,GJUN,21,,,
43033,1,2024-02-29,FFLS,17,,,
43034,1,2024-02-29,CLIP,17,,,
43034,1,2024-03-31,CLIP,17,,,
43038,1,2024-02-29,DDC,12,,,
43040,1,2024-02-29,VFLO,14,,,
43040,1,2024-03-31,VFLO,14,,,
43041,1,2024-02-29,HCMT,17,,,
43042,1,2024-02-29,PYLD,17,,,
43042,1,2024-03-31,PYLD,17,,,
43043,1,2024-02-29,BILZ,17,,,
43043,1,2024-03-31,BILZ,17,,,
43047,1,2024-02-29,ICOP,14,,,
43048,1,2024-02-29,ILIT,14,,,
43049,01C,2024-02-29,ZWQT.,7,,,
43049,01C,2024-03-31,ZWQT.,7,,,
43050,01C,2024-02-29,ZUGE.,7,,,
43051,01C,2024-02-29,ZUVE.,7,,,
43052,1,2024-02-29,IBDY,17,,,
43052,1,2024-03-31,IBDY,17,,,
43053,1,2024-02-29,IBHJ,21,,,
43053,1,2024-03-31,IBHJ,21,,,
43054,1,2024-02-29,BITX,21,,,
43055,1,2024-02-29,DFCA,17,,,
43056,1,2024-02-29,CRDT,17,,,
43057,1,2024-02-29,PHIN,11,,,
43058,1,2024-02-29,BUJAU,14,,,
43058,2,2024-02-29,BUJA,14,,,
43059,1,2024-02-29,GENK,14,,,
43063,1,2024-02-29,IBTO,14,,,
43063,1,2024-03-31,IBTO,14,,,
43064,1,2024-02-29,AVNM,17,,,
43065,1,2024-02-29,AVGV,17,,,
43066,1,2024-02-29,AVMA,17,,,
43067,1,2024-02-29,AVNV,17,,,
43068,1,2024-02-29,LSGR,17,,,
43071,1,2024-02-29,BDVG,17,,,
43072,1,2024-02-29,IVVB,21,,,
43073,1,2024-02-29,IVVM,21,,,
43077,1,2024-02-29,JULD,21,,,
43078,1,2024-02-29,JULH,21,,,
43079,1,2024-02-29,JULJ,21,,,
43080,1,2024-02-29,JULQ,21,,,
43082,90,2024-02-29,PXDT,14,,,
43083,1,2024-02-29,GSIW,14,,,
43085,1,2024-02-29,PWM,14,,,
43088,1,2024-02-29,DTCK,14,,,
43091,1,2024-02-29,APGE,14,,,
43092,1,2024-02-29,HYAC.U,11,,,
43092,2,2024-02-29,HYAC,11,,,
43093,01C,2024-02-29,CNCL.,7,,,
43093,01C,2024-03-31,CNCL.,7,,,
43094,01C,2024-02-29,BNKL.,7,,,
43094,01C,2024-03-31,BNKL.,7,,,
43095,01C,2024-02-29,BKCL.,7,,,
43095,01C,2024-03-31,BKCL.,7,,,
43096,01C,2024-02-29,CANL.,7,,,
43096,01C,2024-03-31,CANL.,7,,,
43097,01C,2024-02-29,USCL.,7,,,
43097,01C,2024-03-31,USCL.,7,,,
43098,01C,2024-02-29,HBNK.,7,,,
43098,01C,2024-03-31,HBNK.,7,,,
43099,1,2024-02-29,SRM,14,,,
43100,1,2024-02-29,SRFM,11,,,
43102,1,2024-02-29,MUSQ,17,,,
43105,1,2024-02-29,NVD,14,,,
43106,1,2024-02-29,ODD,14,,,
43107,90,2024-02-29,TURB,14,,,
43108,1,2024-02-29,SPKLU,14,,,
43108,2,2024-02-29,SPKL,14,,,
43109,1,2024-02-29,SCYB,17,,,
43109,1,2024-03-31,SCYB,17,,,
43110,1,2024-02-29,QIS,17,,,
43112,01C,2024-02-29,GCTB.,7,,,
43113,1,2024-02-29,SN,11,,,
43114,1,2024-02-29,NETDU,14,,,
43114,2,2024-02-29,NETD,14,,,
43115,01C,2024-02-29,QQQT.,7,,,
43115,02C,2024-02-29,QQQT.B,7,,,
43116,1,2024-02-29,BOWNU,14,,,
43116,2,2024-02-29,BOWN,14,,,
43117,1,2024-02-29,FLOW,17,,,
43117,1,2024-03-31,FLOW,17,,,
43118,1,2024-02-29,TFPN,17,,,
43120,1,2024-02-29,GPAK,14,,,
43121,1,2024-02-29,CALY,14,,,
43121,1,2024-03-31,CALY,14,,,
43122,1,2024-02-29,CHPS,14,,,
43123,1,2024-02-29,PSWD,14,,,
43124,1,2024-02-29,UPGR,14,,,
43125,1,2024-02-29,GPOW,21,,,
43126,1,2024-02-29,BCHP,21,,,
43127,1,2024-02-29,TXS,17,,,
43128,1,2024-02-29,LQR,14,,,
43131,1,2024-02-29,MKOR,17,,,
43132,1,2024-02-29,JMHI,17,,,
43132,1,2024-03-31,JMHI,17,,,
43133,1,2024-02-29,JMSI,17,,,
43133,1,2024-03-31,JMSI,17,,,
43134,1,2024-02-29,NCL,12,,,
43137,1,2024-02-29,TSBX,14,,,
43138,1,2024-02-29,TJUL,21,,,
43139,1,2024-02-29,LOECF,19,,,
43139,01C,2024-02-29,LGN.,9,,,
43140,1,2024-02-29,ATGL,14,,,
43142,1,2024-02-29,CLOX,17,,,
43142,1,2024-03-31,CLOX,17,,,
43143,1,2024-02-29,TSEC,17,,,
43143,1,2024-03-31,TSEC,17,,,
43147,1,2024-02-29,AVDS,17,,,
43150,1,2024-02-29,AMZY,17,,,
43150,1,2024-03-31,AMZY,17,,,
43151,01C,2024-02-29,CMNY.,7,,,
43152,1,2024-02-29,CPBI,14,,,
43155,1,2024-02-29,PAAA,17,,,
43155,1,2024-03-31,PAAA,17,,,
43156,1,2024-02-29,PSDM,21,,,
43156,1,2024-03-31,PSDM,21,,,
43157,1,2024-02-29,DYLG,17,,,
43159,1,2024-02-29,INHD,14,,,
43161,1,2024-02-29,USFI,14,,,
43161,1,2024-03-31,USFI,14,,,
43162,01C,2024-02-29,IUMF.,7,,,
43162,02C,2024-02-29,IUMF.F,7,,,
43163,01C,2024-02-29,IIMF.,7,,,
43163,02C,2024-02-29,IIMF.F,7,,,
43164,01C,2024-02-29,IGET.,7,,,
43164,02C,2024-02-29,IGET.F,7,,,
43170,1,2024-02-29,FBY,17,,,
43170,1,2024-03-31,FBY,17,,,
43171,1,2024-02-29,GOOY,17,,,
43171,1,2024-03-31,GOOY,17,,,
43172,1,2024-02-29,JPEF,14,,,
43173,1,2024-02-29,JPLD,21,,,
43173,1,2024-03-31,JPLD,21,,,
43176,1,2024-02-29,ROE,14,,,
43177,1,2024-02-29,AUGT,17,,,
43178,1,2024-02-29,AUGW,17,,,
43183,1,2024-02-29,VETZ,17,,,
43183,1,2024-03-31,VETZ,17,,,
43186,1,2024-02-29,MIRA,14,,,
43187,1,2024-02-29,MGOV,17,,,
43188,1,2024-02-29,LLYVA,14,,,
43188,2,2024-02-29,LLYVK,14,,,
43188,3,2024-02-29,LLYVB,19,,,
43190,1,2024-02-29,RR,14,,,
43191,1,2024-02-29,IVP,14,,,
43194,1,2024-02-29,HF,17,,,
43195,90,2024-02-29,NWGL,14,,,
43197,1,2024-02-29,VLTO,11,,,
43198,1,2024-02-29,NATL,11,,,
43200,1,2024-02-29,TGLR,21,,,
43201,1,2024-02-29,ZSC,17,,,
43202,01C,2024-02-29,FEME.,7,,,
43204,1,2024-02-29,TDVI,21,,,
43205,1,2024-02-29,PUTD,21,,,
43206,1,2024-02-29,BUXX,11,,,
43207,01C,2024-02-29,FINE.,7,,,
43208,01C,2024-02-29,FINC.,7,,,
43209,01C,2024-02-29,FGRW.,7,,,
43210,1,2024-02-29,NBBK,14,,,
43211,1,2024-02-29,AIRE,14,,,
43214,1,2024-02-29,FIIG,17,,,
43215,1,2024-02-29,SDVD,21,,,
43220,1,2024-02-29,VSME,14,,,
43221,1,2024-02-29,CANC,14,,,
43222,1,2024-02-29,GMM,14,,,
43223,1,2024-02-29,DIVL,17,,,
43224,1,2024-02-29,ROYA,21,,,
43225,1,2024-02-29,CONY,17,,,
43225,1,2024-03-31,CONY,17,,,
43232,1,2024-02-29,NDIA,17,,,
43233,1,2024-02-29,BRAZ,17,,,
43234,1,2024-02-29,QETAU,14,,,
43234,2,2024-02-29,QETA,14,,,
43236,1,2024-02-29,KLG,11,,,
43237,1,2024-02-29,GAUG,21,,,
43238,1,2024-02-29,SAUG,21,,,
43239,1,2024-02-29,XAUG,21,,,
43241,1,2024-02-29,AMDS,14,,,
43242,1,2024-02-29,TSDD,14,,,
43243,1,2024-02-29,TSLR,14,,,
43244,1,2024-02-29,CVRD,17,,,
43245,1,2024-02-29,CAML,17,,,
43246,1,2024-02-29,CSMD,17,,,
43247,1,2024-02-29,LGRO,14,,,
43248,1,2024-02-29,CMCI,21,,,
43249,1,2024-02-29,LUXX,17,,,
43251,1,2024-02-29,FCFY,17,,,
43252,1,2024-02-29,DISO,17,,,
43252,1,2024-03-31,DISO,17,,,
43253,1,2024-02-29,KEM,17,,,
43254,1,2024-02-29,MSFO,17,,,
43254,1,2024-03-31,MSFO,17,,,
43256,1,2024-02-29,DARP,17,,,
43258,1,2024-02-29,MAGG,17,,,
43259,1,2024-02-29,PCGG,17,,,
43261,1,2024-02-29,USSE,17,,,
43262,01C,2024-02-29,AUUA.,9,,,
43267,1,2024-02-29,AHLT,17,,,
43268,1,2024-02-29,XOMO,17,,,
43268,1,2024-03-31,XOMO,17,,,
43269,1,2024-02-29,FTWO,11,,,
43272,1,2024-02-29,ISEP,17,,,
43273,1,2024-02-29,SEPT,17,,,
43274,1,2024-02-29,SEPW,17,,,
43278,1,2024-02-29,LGCB,14,,,
43279,1,2024-02-29,SGN,12,,,
43280,1,2024-02-29,RSST,21,,,
43281,1,2024-02-29,XFIX,14,,,
43281,1,2024-03-31,XFIX,14,,,
43282,1,2024-02-29,MSTI,17,,,
43283,1,2024-02-29,KLXY,17,,,
43284,1,2024-02-29,PODC,14,,,
43285,90,2024-02-29,ARM,14,,,
43286,1,2024-02-29,AAUCF,19,,,
43286,01C,2024-02-29,AAUC.,7,,,
43287,1,2024-02-29,NMRA,14,,,
43288,1,2024-02-29,KVYO,11,,,
43289,1,2024-02-29,RYZB,14,,,
43290,01C,2024-02-29,XUSF.,7,,,
43291,01C,2024-02-29,XETM.,7,,,
43292,01C,2024-02-29,XCHP.,7,,,
43293,01C,2024-02-29,XAD.,7,,,
43294,1,2024-02-29,KSEA,17,,,
43295,1,2024-02-29,SPDG,17,,,
43296,1,2024-02-29,JPMO,17,,,
43296,1,2024-03-31,JPMO,17,,,
43297,1,2024-02-29,DCOR,17,,,
43298,1,2024-02-29,SHLD,17,,,
43299,1,2024-02-29,NVDD,14,,,
43300,1,2024-02-29,NVDU,14,,,
43301,1,2024-02-29,COWS,14,,,
43302,1,2024-02-29,SMRI,14,,,
43303,1,2024-02-29,JGLO,14,,,
43304,1,2024-02-29,JIVE,14,,,
43305,1,2024-02-29,QQQY,14,,,
43305,1,2024-03-31,QQQY,14,,,
43306,1,2024-02-29,MAPP,17,,,
43308,1,2024-02-29,IBIA,17,,,
43309,1,2024-02-29,IBIB,17,,,
43310,1,2024-02-29,IBIC,17,,,
43311,1,2024-02-29,IBID,17,,,
43312,1,2024-02-29,IBIE,17,,,
43313,01C,2024-02-29,HBND.,7,,,
43313,01C,2024-03-31,HBND.,7,,,
43314,1,2024-02-29,BGIG,17,,,
43314,1,2024-03-31,BGIG,17,,,
43316,1,2024-02-29,CART,14,,,
43317,1,2024-02-29,XISE,21,,,
43317,1,2024-03-31,XISE,21,,,
43318,1,2024-02-29,GSEP,21,,,
43320,1,2024-02-29,LGLZ,21,,,
43321,1,2024-02-29,JEPY,17,,,
43321,1,2024-03-31,JEPY,17,,,
43322,1,2024-02-29,AMDY,17,,,
43322,1,2024-03-31,AMDY,17,,,
43327,1,2024-02-29,BSCX,14,,,
43328,1,2024-02-29,BSJV,14,,,
43329,1,2024-02-29,BSSX,14,,,
43330,1,2024-02-29,FDIV,14,,,
43331,1,2024-02-29,HCOW,14,,,
43332,1,2024-02-29,LRGC,17,,,
43333,1,2024-02-29,WABF,14,,,
43333,1,2024-03-31,WABF,14,,,
43334,1,2024-02-29,IBIF,17,,,
43335,2,2024-02-29,IBIG,17,,,
43336,1,2024-02-29,LNGG,17,,,
43337,1,2024-02-29,IBII,17,,,
43338,1,2024-02-29,IBIJ,17,,,
43339,1,2024-02-29,DESK,17,,,
43340,1,2024-02-29,IBIH,17,,,
43343,1,2024-02-29,ADVE,17,,,
43344,1,2024-02-29,JPAN,17,,,
43345,1,2024-02-29,INDE,17,,,
43346,1,2024-02-29,ASIA,17,,,
43347,1,2024-02-29,EMSF,17,,,
43348,01C,2024-02-29,XQQU.,7,,,
43351,1,2024-02-29,GGM,17,,,
43352,1,2024-02-29,PYPY,17,,,
43352,1,2024-03-31,PYPY,17,,,
43353,1,2024-02-29,BAMB,21,,,
43353,1,2024-03-31,BAMB,21,,,
43354,1,2024-02-29,BAMG,21,,,
43355,1,2024-02-29,BAMU,21,,,
43355,1,2024-03-31,BAMU,21,,,
43356,1,2024-02-29,BAMV,21,,,
43356,1,2024-03-31,BAMV,21,,,
43358,1,2024-02-29,DFAW,17,,,
43359,1,2024-02-29,DUSB,17,,,
43360,1,2024-02-29,VSTS,11,,,
43360,1,2024-03-31,VSTS,11,,,
43362,90,2024-02-29,SDZNY,19,,,
43365,01C,2024-02-29,HPYT.,7,,,
43365,01C,2024-03-31,HPYT.,7,,,
43366,1,2024-02-29,AVLC,17,,,
43367,1,2024-02-29,BALI,21,,,
43367,1,2024-03-31,BALI,21,,,
43368,1,2024-02-29,BAMA,21,,,
43369,1,2024-02-29,BAMD,21,,,
43369,1,2024-03-31,BAMD,21,,,
43370,1,2024-02-29,BAMO,21,,,
43370,1,2024-03-31,BAMO,21,,,
43371,1,2024-02-29,BAMY,21,,,
43371,1,2024-03-31,BAMY,21,,,
43372,1,2024-02-29,TMET,14,,,
43375,1,2024-02-29,CGIE,17,,,
43376,1,2024-02-29,CGDG,17,,,
43377,1,2024-02-29,CGBL,17,,,
43378,1,2024-02-29,CGCB,17,,,
43378,1,2024-03-31,CGCB,17,,,
43379,1,2024-02-29,CGSM,17,,,
43379,1,2024-03-31,CGSM,17,,,
43380,1,2024-02-29,HELO,17,,,
43382,90,2024-02-29,ANL,14,,,
43385,1,2024-02-29,LXEO,14,,,
43386,1,2024-02-29,ELAB,14,,,
43387,01C,2024-02-29,ZIU.,7,,,
43388,02C,2024-02-29,ZUCM.,7,,,
43388,02C,2024-03-31,ZUCM.,7,,,
43389,01C,2024-02-29,ZLSU.,7,,,
43390,01C,2024-02-29,ZLSC.,7,,,
43391,1,2024-02-29,EALT,21,,,
43392,1,2024-02-29,EFUT,21,,,
43393,1,2024-02-29,HOCT,21,,,
43393,1,2024-03-31,HOCT,21,,,
43394,1,2024-02-29,LOCT,21,,,
43394,1,2024-03-31,LOCT,21,,,
43395,1,2024-02-29,OCTD,21,,,
43396,1,2024-02-29,OCTH,21,,,
43397,1,2024-02-29,OCTJ,21,,,
43398,1,2024-02-29,OCTQ,21,,,
43399,1,2024-02-29,ZALT,21,,,
43400,1,2024-02-29,AETH,17,,,
43401,1,2024-02-29,EETH,17,,,
43401,1,2024-03-31,EETH,17,,,
43402,1,2024-02-29,BETE,17,,,
43402,1,2024-03-31,BETE,17,,,
43403,1,2024-02-29,BETH,17,,,
43403,1,2024-03-31,BETH,17,,,
43404,1,2024-02-29,LAC,11,,,
43404,01C,2024-02-29,LAC.,7,,,
43405,1,2024-02-29,BTOP,17,,,
43406,1,2024-02-29,CVRT,17,,,
43406,1,2024-03-31,CVRT,17,,,
43409,1,2024-02-29,FDCE,21,,,
43410,1,2024-02-29,FDGR,21,,,
43411,1,2024-02-29,FDTB,21,,,
43411,1,2024-03-31,FDTB,21,,,
43412,1,2024-02-29,FDVL,21,,,
43413,1,2024-02-29,SOVF,17,,,
43414,1,2024-02-29,SMIZ,17,,,
43415,1,2024-02-29,BIRK,11,,,
43418,01C,2024-02-29,BOND.,7,,,
43418,01C,2024-03-31,BOND.,7,,,
43419,01C,2024-02-29,QQQY.,7,,,
43419,01C,2024-03-31,QQQY.,7,,,
43426,1,2024-02-29,BINV,21,,,
43427,1,2024-02-29,BSMC,21,,,
43428,1,2024-02-29,BUSA,21,,,
43429,1,2024-02-29,JTEK,14,,,
43430,1,2024-02-29,VWI,17,,,
43431,1,2024-02-29,GSC,17,,,
43432,01C,2024-02-29,SPAY.,7,,,
43432,01C,2024-03-31,SPAY.,7,,,
43433,01C,2024-02-29,MPAY.,7,,,
43433,01C,2024-03-31,MPAY.,7,,,
43434,01C,2024-02-29,LPAY.,7,,,
43434,01C,2024-03-31,LPAY.,7,,,
43435,1,2024-02-29,SHIM,14,,,
43437,1,2024-02-29,ALUM,17,,,
43439,1,2024-02-29,FEBO,14,,,
43443,1,2024-02-29,XRLX,17,,,
43444,1,2024-02-29,XFLX,17,,,
43446,1,2024-02-29,FEPI,14,,,
43447,01C,2024-02-29,HGRW.,7,,,
43447,01C,2024-03-31,HGRW.,7,,,
43448,01C,2024-02-29,GRCC.,7,,,
43448,01C,2024-03-31,GRCC.,7,,,
43449,01C,2024-02-29,QQCL.,7,,,
43449,01C,2024-03-31,QQCL.,7,,,
43450,01C,2024-02-29,ENCL.,7,,,
43450,01C,2024-03-31,ENCL.,7,,,
43451,01C,2024-02-29,HEQL.,7,,,
43451,01C,2024-03-31,HEQL.,7,,,
43452,01C,2024-02-29,EQCL.,7,,,
43452,01C,2024-03-31,EQCL.,7,,,
43453,1,2024-02-29,SQY,17,,,
43453,1,2024-03-31,SQY,17,,,
43456,1,2024-02-29,JBND,11,,,
43456,1,2024-03-31,JBND,11,,,
43460,1,2024-02-29,QUVU,21,,,
43461,1,2024-02-29,NBGR,17,,,
43462,1,2024-02-29,NBCE,17,,,
43463,1,2024-02-29,CGRO,17,,,
43470,1,2024-02-29,PFSB,19,,,
43471,1,2024-02-29,TSLT,14,,,
43472,1,2024-02-29,TSLZ,14,,,
43473,1,2024-02-29,NVDQ,21,,,
43474,1,2024-02-29,NVDX,21,,,
43475,1,2024-02-29,ITDI,17,,,
43476,1,2024-02-29,PHEQ,17,,,
43477,1,2024-02-29,PAPI,17,,,
43477,1,2024-03-31,PAPI,17,,,
43478,1,2024-02-29,EVSB,17,,,
43478,1,2024-03-31,EVSB,17,,,
43479,1,2024-02-29,EVHY,17,,,
43479,1,2024-03-31,EVHY,17,,,
43480,1,2024-02-29,EVIM,17,,,
43481,1,2024-02-29,ITDG,17,,,
43482,1,2024-02-29,ITDA,17,,,
43483,1,2024-02-29,ITDH,17,,,
43484,1,2024-02-29,ITDB,17,,,
43485,1,2024-02-29,ITDC,17,,,
43486,1,2024-02-29,ITDD,17,,,
43487,1,2024-02-29,ITDE,17,,,
43488,1,2024-02-29,ITDF,17,,,
43489,1,2024-02-29,IRTR,17,,,
43489,1,2024-03-31,IRTR,17,,,
43492,1,2024-02-29,XOCT,21,,,
43493,1,2024-02-29,GOCT,21,,,
43497,01C,2024-02-29,DXBC.,7,,,
43498,01C,2024-02-29,DXGE.,7,,,
43499,01C,2024-02-29,DXUS.,7,,,
43500,01C,2024-02-29,DXBU.,7,,,
43501,01C,2024-02-29,PABF.,7,,,
43502,01C,2024-02-29,PACF.,7,,,
43503,01C,2024-02-29,PAGF.,7,,,
43504,1,2024-02-29,MRNY,17,,,
43504,1,2024-03-31,MRNY,17,,,
43507,1,2024-02-29,MNR,11,,,
43507,1,2024-03-31,MNR,11,,,
43508,1,2024-02-29,BLCR,14,,,
43509,1,2024-02-29,GPIQ,14,,,
43509,1,2024-03-31,GPIQ,14,,,
43510,1,2024-02-29,GPIX,14,,,
43510,1,2024-03-31,GPIX,14,,,
43511,1,2024-02-29,BUFZ,21,,,
43512,01C,2024-02-29,QMAX.,7,,,
43512,01C,2024-03-31,QMAX.,7,,,
43513,01C,2024-02-29,SMAX.,7,,,
43513,01C,2024-03-31,SMAX.,7,,,
43514,1,2024-02-29,JVSAU,14,,,
43514,2,2024-03-31,JVSA,14,,,
43516,1,2024-02-29,TSLP,21,,,
43517,1,2024-02-29,NFLP,21,,,
43518,1,2024-02-29,AAPY,21,,,
43519,1,2024-02-29,BHYB,21,,,
43519,1,2024-03-31,BHYB,21,,,
43521,1,2024-02-29,NLOP,11,,,
43525,01C,2024-02-29,IWEB.,7,,,
43525,01C,2024-03-31,IWEB.,7,,,
43526,01C,2024-02-29,ISCB.,7,,,
43526,01C,2024-03-31,ISCB.,7,,,
43527,01C,2024-02-29,IGEO.,7,,,
43528,1,2024-02-29,MSFY,21,,,
43529,1,2024-02-29,GOOP,21,,,
43530,1,2024-02-29,AMZP,21,,,
43531,1,2024-02-29,FTHF,17,,,
43532,1,2024-02-29,IWMY,17,,,
43532,1,2024-03-31,IWMY,17,,,
43534,1,2024-02-29,SYNX,12,,,
43537,1,2024-02-29,INOV,17,,,
43539,1,2024-02-29,JDOC,14,,,
43540,1,2024-02-29,KNGS,17,,,
43542,1,2024-02-29,DFVX,17,,,
43543,1,2024-02-29,SRHR,17,,,
43544,1,2024-02-29,DVDN,17,,,
43545,1,2024-02-29,JHMU,17,,,
43548,1,2024-02-29,JHAC,17,,,
43549,1,2024-02-29,SETH,17,,,
43549,1,2024-03-31,SETH,17,,,
43551,1,2024-02-29,MURA,14,,,
43552,1,2024-02-29,FFOG,21,,,
43553,1,2024-02-29,SHRT,17,,,
43555,1,2024-02-29,CRGX,14,,,
43557,1,2024-02-29,TBG,17,,,
43558,1,2024-02-29,MTBA,17,,,
43560,1,2024-02-29,PMNT,12,,,
43561,1,2024-02-29,GLACU,14,,,
43561,2,2024-02-29,GLAC,14,,,
43562,1,2024-02-29,LQAI,17,,,
43566,1,2024-02-29,DFGP,14,,,
43567,1,2024-02-29,DFGX,14,,,
43568,1,2024-02-29,DGCB,14,,,
43569,1,2024-02-29,BEEZ,14,,,
43570,1,2024-02-29,FTCB,17,,,
43571,1,2024-02-29,EMCC,17,,,
43574,1,2024-02-29,FBLG,14,,,
43576,1,2024-02-29,BWTG,21,,,
43577,1,2024-02-29,JSI,17,,,
